cell_id	module_score	state	patient_id	cell_type	treatment_group	Cohort	no.of.genes	no.of.reads
Cy72_CD45_G08_S752_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	3244	191430
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D07_S523_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2102	10592
cy80_Cd45_pos_Pd1_neg_S292_E04_S292_comb	2.7348033389688338	caf_ecm_exclusion	Mel80	B.cell	treatment.naive	Tirosh	3642	85178
cy84_Met_CD45_pos_A02_S866_comb	1.274604344874142	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	2538	114947
cy80_Cd45_pos_Pd1_neg_S199_A07_S199_comb	0.0	caf_ecm_exclusion	Mel80	B.cell	treatment.naive	Tirosh	3399	83091
Cy81_Bulk_CD45_C07_S127_comb	0.261835237495702	caf_ecm_exclusion	Mel81	?	treatment.naive	Tirosh	5967	135890
Cy72_CD45_D02_S710_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	4063	245195
cy94_cd45pos_D03_S135_comb	3.6437235863233766	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	7210	791550
cy60_1_cd_45_pos_4_C07_S31_comb	0.939454682936006	caf_ecm_exclusion	Mel60	NK	post.treatment	Tirosh	3277	64503
CY89A_Core_15_E06_S54_comb	1.0607196233984981	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2233	30390
cy53_1_CD45_pos_2_A11_S971_comb	0.670297398467296	caf_ecm_exclusion	Mel53	Macrophage	treatment.naive	Tirosh	5560	245210
CY89A_Core_15_B08_S20_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	3363	113696
cy94_cd45neg_cd90pos_F10_S358_comb	0.0	caf_ecm_exclusion	Mel94	CAF	post.treatment	Tirosh	7074	437175
CY89A_CD45_POS_6_H10_S190_comb	1.419711703587682	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	3105	58872
CY88CD45_150813_C07_S319_comb	1.059812290289254	caf_ecm_exclusion	Mel88	B.cell	post.treatment	Tirosh	3789	206977
cy94_cd45neg_cd90pos_A08_S296_comb	0.0	caf_ecm_exclusion	Mel94	CAF	post.treatment	Tirosh	6035	510050
cy72_CD45_pos_D12_S912_comb	2.04298996199746	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	3615	69056
CY89A_CD45_POS_6_G12_S180_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	3349	123050
cy60_1_cd_45_pos_4_G09_S81_comb	0.6209679675536359	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3352	95230
cy94_cd45pos_G07_S175_comb	1.6006760477685418	caf_ecm_exclusion	Mel94	Macrophage	post.treatment	Tirosh	6304	335160
cy58_1_CD45_pos_C05_S605_comb	2.70736139242839	caf_ecm_exclusion	Mel58	B.cell	post.treatment	Tirosh	3555	69412
CY89A_Core_15_G09_S81_comb	1.19157363582537	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	3994	170333
CY58_1_CD45_A11_S971_comb	0.0	caf_ecm_exclusion	Mel58	?	post.treatment	Tirosh	3600	201748
cy94_cd45pos_4_C08_S32_comb	3.25566603054648	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5027	192118
CY88CD45POS_2_H08_S476_comb	1.6016980500890639	caf_ecm_exclusion	Mel88	T.cell	post.treatment	Tirosh	2802	117548
Cy81_Bulk_CD45_F08_S164_comb	0.0	caf_ecm_exclusion	Mel81	?	treatment.naive	Tirosh	2414	118395
Cy80_II_CD45_C03_S891_comb	0.0	caf_ecm_exclusion	Mel80	Endo.	treatment.naive	Tirosh	4165	150267
cy82_CD45_neg_3_D03_S807_comb	1.080401167034832	caf_ecm_exclusion	Mel82	Mal	treatment.naive	Tirosh	1972	257528
cy60_1_cd_45_neg_1_D12_S240_comb	0.334892130312052	caf_ecm_exclusion	Mel60	Mal	post.treatment	Tirosh	4268	55440
cy94_cd45pos_4_E03_S51_comb	0.8580553883615061	caf_ecm_exclusion	Mel94	T.cell	post.treatment	Tirosh	3949	323459
CY94CD45POS_1_H12_S192_comb	0.913180353361334	caf_ecm_exclusion	Mel94	T.cell	post.treatment	Tirosh	2344	51424
CY84_PRIM_POS_ALL_7_A12_S204_comb	1.6155415736803937	caf_ecm_exclusion	Mel84	?	treatment.naive	Tirosh	4811	138069
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C10_S514_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3659	74775
cy80_CD45_neg_E01_S433_comb	1.6850215194857898	caf_ecm_exclusion	Mel80	?	treatment.naive	Tirosh	4744	267220
cy80_CD_90_pos_E05_S917_comb	0.20086432119001799	caf_ecm_exclusion	Mel80	CAF	treatment.naive	Tirosh	8542	164671
cy94_cd45pos_D11_S143_comb	1.972306394317004	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	7117	653958
CY84_PRIM_POS_ALL_6_A11_S395_comb	0.0	caf_ecm_exclusion	Mel84	Macrophage	treatment.naive	Tirosh	3990	643316
CY89A_Core_15_F06_S66_comb	0.672578128533172	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	4559	104171
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B11_S983_comb	1.349821029913892	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	2841	61114
Cy72_CD45_E09_S729_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	3619	206589
cy72_CD45_pos_G04_S940_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	3942	114020
CY88CD45POS_2_G11_S467_comb	2.755031337790924	caf_ecm_exclusion	Mel88	T.cell	post.treatment	Tirosh	2163	57162
cy72_CD45_pos_E02_S914_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	4134	146063
cy78_CD45_neg_3_G05_S749_comb	0.0	caf_ecm_exclusion	Mel78	?	post.treatment	Tirosh	6053	143747
cy79_p3_CD45_pos_PD1_neg_C10_S130_comb	1.083867326073584	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	4089	299085
Cy72_CD45_B03_S687_comb	0.0	caf_ecm_exclusion	Mel72	?	post.treatment	Tirosh	2189	28214
CY88CD45_150813_H04_S376_comb	1.3511617859363159	caf_ecm_exclusion	Mel88	?	post.treatment	Tirosh	2867	257284
cy84_Met_CD45_pos_F10_S934_comb	1.3018726624877481	caf_ecm_exclusion	Mel84	T.CD8	treatment.naive	Tirosh	2373	62698
cy60_1_cd_45_pos_3_D02_S326_comb	0.752427233980222	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3593	101634
cy79_p3_CD45_pos_PD1_neg_F08_S164_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3213	72366
CY94CD45POS_1_C06_S126_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4268	137124
CY88CD45POS_2_H10_S478_comb	0.0	caf_ecm_exclusion	Mel88	T.cell	post.treatment	Tirosh	2388	157944
cy88_cd_45_pos_F05_S449_comb	1.185839843986796	caf_ecm_exclusion	Mel88	T.cell	post.treatment	Tirosh	3434	93051
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B10_S502_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2873	31843
Cy81_Bulk_CD45_E09_S153_comb	0.0	caf_ecm_exclusion	Mel81	CAF	treatment.naive	Tirosh	3138	224532
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G02_S1034_comb	0.0	caf_ecm_exclusion	Mel60	Macrophage	post.treatment	Tirosh	2465	229426
Cy81_FNA_CD45_F12_S264_comb	0.0	caf_ecm_exclusion	Mel81	B.cell	treatment.naive	Tirosh	2858	293358
cy88_cd_45_pos_3_F05_S641_comb	1.440098312596732	caf_ecm_exclusion	Mel88	NK	post.treatment	Tirosh	2854	23954
Cy80_II_CD45_A04_S868_comb	0.0	caf_ecm_exclusion	Mel80	?	treatment.naive	Tirosh	4642	213345
cy94_cd45pos_F11_S167_comb	1.3480091029762915	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5308	481512
cy53_1_CD45_pos_2_D09_S1005_comb	0.821520836776054	caf_ecm_exclusion	Mel53	Macrophage	treatment.naive	Tirosh	5516	244769
CY84_PRIM_POS_ALL_7_F11_S263_comb	2.1291968474286542	caf_ecm_exclusion	Mel84	Endo.	treatment.naive	Tirosh	10913	445167
CY89A_CD45_POS_6_F07_S163_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	3145	116642
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C08_S512_comb	1.055239773006448	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2789	33147
CY94CD45POS_1_A10_S106_comb	1.277978744271088	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	2097	30985
CY89A_CD45_POS_6_D01_S133_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2451	45346
cy84_Primary_CD45_pos_D02_S422_comb	0.746649172644866	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	3578	108121
CY88CD45_150813_C06_S318_comb	0.0	caf_ecm_exclusion	Mel88	CAF	post.treatment	Tirosh	2232	46138
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E05_S533_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2498	16837
CY89A_CD45_POS_6_C12_S132_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2902	116511
cy84_Primary_CD45_pos_A03_S387_comb	1.1646206577395561	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	4284	190770
CY89A_CD45_POS_6_D08_S140_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2657	55553
cy84_Primary_CD45_pos_C09_S417_comb	0.0	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	3570	101019
CY94CD45POS_1_E05_S149_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4229	280066
CY88CD45POS_7_F03_S255_comb	0.951681957355684	caf_ecm_exclusion	Mel88	T.CD8	post.treatment	Tirosh	3053	92670
cy80_CD45_neg_H01_S469_comb	1.885301570914962	caf_ecm_exclusion	Mel80	?	treatment.naive	Tirosh	4050	98766
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G11_S563_comb	0.951980533335164	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3324	46794
cy82_CD45_pos_3_G11_S83_comb	0.991406474502792	caf_ecm_exclusion	Mel82	T.cell	treatment.naive	Tirosh	2432	13982
cy88_cd_45_pos_D01_S421_comb	1.234389472770932	caf_ecm_exclusion	Mel88	NK	post.treatment	Tirosh	2035	26593
Cy72_CD45_F01_S733_comb	0.0	caf_ecm_exclusion	Mel72	?	post.treatment	Tirosh	2183	33871
CY94CD45POS_1_F12_S168_comb	1.877538263363499	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5691	183926
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E02_S1010_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3232	81837
Cy74_CD45_B02_S398_comb	2.692938804451452	caf_ecm_exclusion	Mel74	B.cell	post.treatment	Tirosh	2477	92632
cy94_cd45pos_H08_S188_comb	2.5556788578858063	caf_ecm_exclusion	Mel94	T.CD8	post.treatment	Tirosh	4392	345684
CY84_PRIM_POS_ALL_6_H12_S480_comb	2.552687128455191	caf_ecm_exclusion	Mel84	Mal	treatment.naive	Tirosh	12319	334693
cy53_1_CD45_pos_2_H09_S1053_comb	2.2330965457154917	caf_ecm_exclusion	Mel53	T.CD8	treatment.naive	Tirosh	5080	232926
CY89A_Core_15_A04_S4_comb	1.318048541612518	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2601	42428
cy94_cd45pos_4_G12_S84_comb	0.0	caf_ecm_exclusion	Mel94	T.CD4	post.treatment	Tirosh	4611	356170
cy60_1_cd_45_pos_3_B02_S302_comb	0.0	caf_ecm_exclusion	Mel60	T.cell	post.treatment	Tirosh	3168	88586
CY88CD45_150813_G08_S368_comb	0.0	caf_ecm_exclusion	Mel88	?	post.treatment	Tirosh	2553	64478
cy84_Primary_CD45_pos_B05_S401_comb	0.0	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	2079	21362
CY94CD45POS_1_F09_S165_comb	0.323271539399338	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	3119	79760
cy79_p3_CD45_neg_PDL1_neg_G08_S272_comb	1.136649459288916	caf_ecm_exclusion	Mel79	Mal	treatment.naive	Tirosh	3936	151232
cy84_Primary_CD45_pos_E10_S442_comb	2.441203629201668	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	4624	263614
cy80_Cd45_pos_Pd1_neg_S372_H12_S372_comb	3.945591580165501	caf_ecm_exclusion	Mel80	B.cell	treatment.naive	Tirosh	12018	890494
CY94CD45POS_1_H04_S184_comb	0.763770112179086	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5441	326796
CY88CD45POS_2_H09_S477_comb	0.8483832867860419	caf_ecm_exclusion	Mel88	Macrophage	post.treatment	Tirosh	5755	537021
cy94_cd45neg_cd90pos_E04_S340_comb	1.551618786559342	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4986	424331
CY94CD45POS_1_H06_S186_comb	1.7187092999905282	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5915	231978
CY89A_CD45_POS_10_A03_S195_comb	1.0724099567615621	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	4296	91752
CY58_1_CD45_C12_S996_comb	2.081642430947484	caf_ecm_exclusion	Mel58	?	post.treatment	Tirosh	3209	166323
cy53_1_CD45_neg_E03_S339_comb	0.8755774490231281	caf_ecm_exclusion	Mel53	Endo.	treatment.naive	Tirosh	2713	13879
cy94_cd45pos_4_G03_S75_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4977	903263
CY94CD45POS_1_G05_S173_comb	2.6240515538477	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	9438	248048
CY89A_Core_15_C03_S27_comb	0.0	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2396	42278
cy82_CD45_neg_3_C08_S800_comb	0.0	caf_ecm_exclusion	Mel82	CAF	treatment.naive	Tirosh	2253	337671
cy53_1_CD45_pos_2_D10_S1006_comb	0.0	caf_ecm_exclusion	Mel53	Macrophage	treatment.naive	Tirosh	2457	226373
cy79_p3_CD45_pos_PD1_neg_E10_S154_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	1969	14629
cy53_1_CD45_pos_1_B02_S14_comb	0.0	caf_ecm_exclusion	Mel53	T.cell	treatment.naive	Tirosh	2551	16752
CY94CD45POS_1_E10_S154_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4139	127265
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A08_S968_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3722	100480
CY94CD45POS_1_A04_S100_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	2189	31351
cy78_CD45_neg_1_H12_S576_comb	0.5565308610839654	caf_ecm_exclusion	Mel78	Mal	post.treatment	Tirosh	12069	318952
CY88CD45_150813_B11_S311_comb	1.24319006762202	caf_ecm_exclusion	Mel88	B.cell	post.treatment	Tirosh	4158	237016
CY94CD45POS_1_D06_S138_comb	2.228723492555412	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	7134	631886
CY88CD45_150813_F05_S353_comb	0.8577120519202008	caf_ecm_exclusion	Mel88	?	post.treatment	Tirosh	3826	216300
Cy72_CD45_H01_S757_comb	0.0	caf_ecm_exclusion	Mel72	?	post.treatment	Tirosh	2191	62537
cy60_1_cd_45_pos_4_H12_S96_comb	2.243372364757458	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3076	75553
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F03_S543_comb	1.250230198118788	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3084	26588
cy94_cd45neg_cd90pos_A07_S295_comb	0.401510867227654	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	4601	183598
cy60_1_cd_45_pos_4_A04_S4_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	2968	64867
cy94_cd45neg_cd90pos_F09_S357_comb	0.9217381968273839	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	5755	244047
CY89A_CD45_POS_10_H11_S287_comb	1.067570756975524	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	3583	92871
cy58_1_CD45_pos_D11_S623_comb	0.582912904698788	caf_ecm_exclusion	Mel58	T.CD8	post.treatment	Tirosh	3349	34285
cy60_1_cd_45_pos_3_G10_S370_comb	1.400805881088764	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3673	137265
cy84_Met_CD45_pos_A01_S865_comb	1.146757633725036	caf_ecm_exclusion	Mel84	Macrophage	treatment.naive	Tirosh	3882	332256
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	2484	52680
cy80_CD45_neg_B04_S400_comb	0.765136776467372	caf_ecm_exclusion	Mel80	B.cell	treatment.naive	Tirosh	3752	106150
cy94_cd45neg_cd90pos_D12_S336_comb	1.020094624138034	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	4301	65987
CY94CD45POS_1_G08_S176_comb	1.648412889045026	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5151	360166
CY89A_CD45_POS_6_C03_S123_comb	1.74960987026667	caf_ecm_exclusion	Mel89	T.CD4	treatment.naive	Tirosh	2932	53852
Cy71_CD45_F09_S549_comb	2.2783931610270196	caf_ecm_exclusion	Mel71	?	treatment.naive	Tirosh	2429	77623
cy80_CD45_neg_F07_S931_comb	0.821688163971752	caf_ecm_exclusion	Mel80	Endo.	treatment.naive	Tirosh	5977	113431
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G07_S1039_comb	1.458758697824278	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	2882	112303
cy94_cd45neg_cd90pos_D11_S335_comb	2.9991338102445466	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	8214	508440
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb	0.0	caf_ecm_exclusion	Mel79	Mal	treatment.naive	Tirosh	3233	27078
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E12_S540_comb	0.9999819657484119	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3094	24056
Cy81_FNA_CD45_H10_S286_comb	0.25690282664885	caf_ecm_exclusion	Mel81	?	treatment.naive	Tirosh	3191	128044
cy79_p4_CD45_pos_PD1_pos_C08_S320_comb	0.504963185671502	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	4979	122506
CY88CD45_150813_G12_S372_comb	2.388259829326266	caf_ecm_exclusion	Mel88	Macrophage	post.treatment	Tirosh	4579	686863
CY88CD45POS_2_F07_S451_comb	1.3156064584354095	caf_ecm_exclusion	Mel88	T.CD8	post.treatment	Tirosh	4356	485377
cy94_cd45neg_cd90pos_H09_S381_comb	0.698575729641146	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4480	176073
CY94CD45POS_1_B01_S109_comb	2.066880881009192	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	7819	465025
Cy71_CD45_A09_S489_comb	0.42828655818586	caf_ecm_exclusion	Mel71	Macrophage	treatment.naive	Tirosh	4208	294147
cy53_1_CD45_pos_2_D03_S999_comb	2.354159343515396	caf_ecm_exclusion	Mel53	T.CD8	treatment.naive	Tirosh	5642	546750
cy94_cd45neg_cd90pos_A06_S294_comb	1.42920210407198	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	2769	108109
cy53_1_CD45_pos_2_F03_S1023_comb	2.1139323561244	caf_ecm_exclusion	Mel53	T.CD4	treatment.naive	Tirosh	2572	9341
cy84_Primary_CD45_neg_A12_S972_comb	0.21667671754201598	caf_ecm_exclusion	Mel84	Endo.	treatment.naive	Tirosh	3437	133467
cy94_cd45neg_cd90pos_D04_S328_comb	2.713088342928271	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	7081	506536
cy94_cd45pos_4_H06_S90_comb	2.5929916809285443	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	6446	890710
cy80_cd_90_neg_H12_S192_comb	0.752979624562942	caf_ecm_exclusion	Mel80	?	treatment.naive	Tirosh	3780	175987
cy94_cd45pos_4_B09_S21_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	2690	58888
Cy71_CD45_H03_S663_comb	0.0	caf_ecm_exclusion	Mel71	Mal	treatment.naive	Tirosh	2165	1491237
cy88_cd_45_pos_H12_S480_comb	3.7497385402968555	caf_ecm_exclusion	Mel88	Macrophage	post.treatment	Tirosh	12647	418132
CY89A_CD45_POS_6_A10_S106_comb	1.124972247812296	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2996	92965
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb	0.0	caf_ecm_exclusion	Mel79	Mal	treatment.naive	Tirosh	4600	188778
cy82_CD45_pos_3_D04_S40_comb	1.04138333450772	caf_ecm_exclusion	Mel82	?	treatment.naive	Tirosh	3575	254571
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E03_S531_comb	1.570823322995464	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2448	13974
cy94_cd45neg_cd90pos_H03_S375_comb	1.1236225592220712	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4195	144203
cy94_cd45pos_F12_S168_comb	0.0	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	3656	280242
cy72_CD45_pos_C11_S899_comb	2.636044066936774	caf_ecm_exclusion	Mel72	T.CD8	post.treatment	Tirosh	2910	44664
cy94_cd45pos_C01_S121_comb	1.792430665991386	caf_ecm_exclusion	Mel94	T.cell	post.treatment	Tirosh	4814	975267
cy94_cd45neg_cd90pos_F05_S353_comb	1.1656450720717761	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	2139	451518
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H10_S1054_comb	0.390392145756226	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	2178	134659
cy94_cd45neg_cd90pos_D09_S333_comb	0.591248510948762	caf_ecm_exclusion	Mel94	?	post.treatment	Tirosh	6083	225372
CY89COREQ1_G06_S366_comb	0.444499093460412	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	3187	60176
cy94_cd45neg_cd90pos_F12_S360_comb	3.3809911533038304	caf_ecm_exclusion	Mel94	Endo.	post.treatment	Tirosh	4085	93967
CY89A_CD45_POS_6_F03_S159_comb	1.090914147485396	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	3406	111052
cy53_1_CD45_pos_2_A06_S966_comb	2.399720763447482	caf_ecm_exclusion	Mel53	T.CD8	treatment.naive	Tirosh	5155	536806
cy84_Primary_CD45_pos_G03_S459_comb	1.22547713127048	caf_ecm_exclusion	Mel84	T.CD8	treatment.naive	Tirosh	4258	288249
cy79_p3_CD45_pos_PD1_neg_A04_S100_comb	1.24461499275161	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3632	182131
Cy74_CD45_H10_S478_comb	1.429522395444844	caf_ecm_exclusion	Mel74	?	post.treatment	Tirosh	2805	21986
CY89A_Core_15_D06_S42_comb	0.433920873383392	caf_ecm_exclusion	Mel89	B.cell	treatment.naive	Tirosh	2662	44266
cy60_1_cd_45_pos_4_B02_S14_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3662	55530
cy88_cd45pos_5_D05_S233_comb	0.9468996018869344	caf_ecm_exclusion	Mel88	T.CD4	post.treatment	Tirosh	5280	939624
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C05_S509_comb	0.0	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3516	57513
cy94_cd45pos_4_H11_S95_comb	0.056191262766211204	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	4815	580949
cy78_CD45_neg_2_A08_S584_comb	0.0	caf_ecm_exclusion	Mel78	B.cell	post.treatment	Tirosh	2121	12008
cy72_CD45_pos_C10_S898_comb	0.0	caf_ecm_exclusion	Mel72	B.cell	post.treatment	Tirosh	4212	146264
CY94CD45POS_1_B07_S115_comb	1.62111178616006	caf_ecm_exclusion	Mel94	Macrophage	post.treatment	Tirosh	6358	350056
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C07_S319_comb	0.0	caf_ecm_exclusion	Mel79	Endo.	treatment.naive	Tirosh	4320	63153
cy84_Primary_CD45_pos_D08_S428_comb	0.0	caf_ecm_exclusion	Mel84	B.cell	treatment.naive	Tirosh	2943	46589
CY89A_CD45_POS_6_A04_S100_comb	1.26477848579633	caf_ecm_exclusion	Mel89	Macrophage	treatment.naive	Tirosh	5688	300414
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H07_S1051_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3155	86528
cy94_cd45neg_cd90pos_H02_S374_comb	3.4429937046953762	caf_ecm_exclusion	Mel94	B.cell	post.treatment	Tirosh	5254	1464100
CY88CD45_150813_F08_S356_comb	0.1981183745175166	caf_ecm_exclusion	Mel88	?	post.treatment	Tirosh	3391	252680
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C07_S511_comb	1.046240395331208	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	2609	31418
cy79_p4_CD45_neg_PDL1_neg_C04_S1084_comb	0.8874588662994279	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	4572	90566
CY88CD45POS_2_G07_S463_comb	0.625526655945174	caf_ecm_exclusion	Mel88	B.cell	post.treatment	Tirosh	4264	755449
CY84_PRIM_POS_ALL_8_A02_S98_comb	0.0	caf_ecm_exclusion	Mel84	Macrophage	treatment.naive	Tirosh	4222	371296
CY88_3_C09_S609_comb	0.992454275378646	caf_ecm_exclusion	Mel88	Mal	post.treatment	Tirosh	3261	82865
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H09_S573_comb	1.02209770597405	caf_ecm_exclusion	Mel79	B.cell	treatment.naive	Tirosh	3553	55386
cy82_CD45_pos_1_D05_S521_comb	0.0	caf_ecm_exclusion	Mel82	T.cell	treatment.naive	Tirosh	2773	209680
cy94_cd45neg_cd90pos_B08_S308_comb	0.0	caf_ecm_exclusion	Mel94	CAF	post.treatment	Tirosh	4865	354722
cy60_1_cd_45_pos_3_E06_S342_comb	0.0	caf_ecm_exclusion	Mel60	B.cell	post.treatment	Tirosh	3712	164412
cy78_CD45_neg_2_B07_S595_comb	0.0	caf_ecm_exclusion	Mel78	Mal	post.treatment	Tirosh	2490	6768
